Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.4-20.198.118.190-50285-443-6,192.168.1.4,50285,20.198.118.190,443,6,18/12/2024 07:55:10 PM,63179,2,1,43.0,174.0,43.0,0.0,21.5,30.405591591021544,174.0,174.0,174.0,0.0,3434.6855759033856,47.48413238576109,31589.5,16504.579379675204,43260.0,19919.0,63179.0,63179.0,0.0,63179.0,63179.0,0,0,0,0,0,1,0,0,0,40,20,31.656088257174062,15.828044128587031,0.0,174.0,65.0,75.4409261166201,5691.333333333333,0,0,0,2,3,0,0,0,0.0,86.66666666666667,21.5,174.0,0,0,0,0,0,0,0,0,0,0,250,8192,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-184.105.99.75-57969-443-6,192.168.1.4,57969,184.105.99.75,443,6,18/12/2024 07:55:37 PM,405756,4,1,1901.0,0.0,1452.0,0.0,475.25,684.7030378200465,0.0,0.0,0.0,0.0,4685.081674701052,12.322676682538274,101439.0,201889.89549917218,404273.0,0.0,405756.0,135252.0,233278.49285349905,404618.0,0.0,0,0,0,0,0,0,0,0,0,92,32,9.858141346030619,2.4645353365076548,0.0,1452.0,316.8333333333333,584.397952312178,341520.9666666667,0,2,0,1,4,0,0,0,0.0,380.2,475.25,0.0,0,0,0,0,0,0,0,0,0,0,65535,42340,2,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-54.209.129.211-57899-443-6,192.168.1.4,57899,54.209.129.211,443,6,18/12/2024 07:54:53 PM,3359423,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1906806615302687,1119807.6666666667,886240.5264127416,2043108.0,275980.0,0,0,0,0,0,3083443.0,1541721.5,709067.5882907779,2043108.0,1040335.0,0,0,0,0,32,96,0.2976701653825672,0.8930104961477016,0.0,0.0,0.0,0.0,0.0,0,4,0,0,3,0,0,0,3.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,65535,26883,0,32,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-192.168.1.1-61754-53-17,192.168.1.4,61754,192.168.1.1,53,17,18/12/2024 07:55:05 PM,11130,1,1,35.0,67.0,35.0,35.0,35.0,0.0,67.0,67.0,67.0,0.0,9164.420485175202,179.69451931716083,11130.0,0.0,11130.0,11130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,89.84725965858041,89.84725965858041,35.0,67.0,45.666666666666664,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,68.5,35.0,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-184.105.99.75-57968-443-6,192.168.1.4,57968,184.105.99.75,443,6,18/12/2024 07:55:37 PM,659657,9,5,3629.0,3114.0,1452.0,0.0,403.22222222222223,561.8446800001265,1452.0,0.0,622.8,761.7920976224418,10221.978998176324,21.223150819289415,50742.846153846156,126846.9348084836,403522.0,0.0,659657.0,82457.125,156964.73969419967,403819.0,0.0,405251.0,101312.75000000001,202625.5,405251.0,0.0,0,0,0,0,192,112,13.643454098114626,7.579696721174792,0.0,1452.0,449.53333333333336,610.5122985384214,372725.26666666666,0,2,0,7,13,0,0,0,0.0,481.64285714285717,403.22222222222223,622.8,0,0,0,6743,9,16628,0,0,0,0,65535,83,6,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-140.82.112.26-56875-443-6,192.168.1.4,56875,140.82.112.26,443,6,18/12/2024 07:54:41 PM,15090032,2,3,30.0,25.0,29.0,1.0,15.0,19.79898987322333,25.0,0.0,8.333333333333332,14.433756729740644,3.6447901502130677,0.3313445591102789,3772507.9999999995,7044947.120122857,1.4336514E7,253.0,1.4683664E7,1.4683664E7,0.0,1.4683664E7,1.4683664E7,1.4743135E7,7371567.5,9849921.80150302,1.4336514E7,406621.0,0,0,0,0,40,72,0.13253782364411154,0.1988067354661673,0.0,29.0,9.333333333333332,13.75015151431673,189.06666666666666,0,0,0,2,5,0,0,0,1.0,11.2,15.0,8.333333333333334,0,0,0,0,0,0,2,30,3,25,252,74,1,20,346897.0,0.0,346897.0,346897.0,1.4336514E7,0.0,1.4336514E7,1.4336514E7,NeedManualLabel
192.168.1.4-18.67.195.68-49888-443-6,192.168.1.4,49888,18.67.195.68,443,6,18/12/2024 07:54:40 PM,15046499,6,6,180.0,1838.0,70.0,0.0,30.0,34.415112959279966,903.0,0.0,306.33333333333337,459.71846457007433,134.1175777833767,0.7975277172450548,1367863.5454545452,4445980.784897914,1.4772593E7,0.0,1.5046499E7,3009299.8,6601174.206597316,1.4817321E7,122.0,1.4945627E7,2989125.4000000004,6626736.185273698,1.4843128E7,0.0,0,0,0,0,120,132,0.3987638586225274,0.3987638586225274,0.0,903.0,155.30769230769232,331.3486040952903,109791.89743589744,0,0,0,6,12,0,0,0,1.0,168.25,30.0,306.3333333333333,0,0,0,2017,6,11656,6,180,6,1838,255,142,3,20,44728.0,0.0,44728.0,44728.0,1.4772593E7,0.0,1.4772593E7,1.4772593E7,NeedManualLabel
192.168.1.4-34.199.80.87-50074-443-6,192.168.1.4,50074,34.199.80.87,443,6,18/12/2024 07:54:41 PM,13676099,5,7,148.0,418.0,73.0,0.0,29.6,30.394078370630027,348.0,0.0,59.71428571428572,128.2090926126982,41.386070691649714,0.8774431948759657,1243281.7272727275,3870407.7754513435,1.2907576E7,0.0,1.3372622E7,3343155.5,6548739.667573729,1.3165192E7,68.0,1.3418483E7,2236413.833333333,5326906.16656049,1.3107095E7,0.0,0,0,0,0,100,152,0.36560133119831906,0.5118418636776466,0.0,348.0,43.61538461538461,94.398568546296,8911.089743589744,0,0,0,6,12,0,0,0,1.0,47.25,29.6,59.714285714285715,0,0,0,565,6,2723,5,148,7,418,254,144,3,20,257616.0,0.0,257616.0,257616.0,1.2907576E7,0.0,1.2907576E7,1.2907576E7,NeedManualLabel
192.168.1.4-192.168.1.1-59886-53-17,192.168.1.4,59886,192.168.1.1,53,17,18/12/2024 07:54:55 PM,97106,1,1,44.0,156.0,44.0,44.0,44.0,0.0,156.0,156.0,156.0,0.0,2059.604967767182,20.59604967767182,97106.0,0.0,97106.0,97106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,10.29802483883591,10.29802483883591,44.0,156.0,81.33333333333334,64.66323014923809,4181.333333333334,0,0,0,0,0,0,0,0,1.0,122.0,44.0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-20.198.119.84-49876-443-6,192.168.1.4,49876,20.198.119.84,443,6,18/12/2024 07:54:59 PM,21676,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,46.13397305775973,92.26794611551946,21676.0,0.0,21676.0,21676.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,46.13397305775973,46.13397305775973,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,251,6961,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-182.156.239.40-57918-443-6,192.168.1.4,57918,182.156.239.40,443,6,18/12/2024 07:55:05 PM,491945,8,10,552.0,5860.0,253.0,0.0,69.0,101.22534973301612,1452.0,0.0,586.0,547.4082368559847,13033.97737551962,36.58945613838945,28937.94117647059,53122.437190501936,200079.0,0.0,491945.0,70277.85714285713,88978.14786119974,254211.0,639.0,481053.0,53450.333333333336,73002.06445882199,205741.0,0.0,0,0,0,0,196,212,16.261980505950866,20.327475632438585,0.0,1452.0,337.47368421052624,475.90818073576764,226488.59649122806,0,2,0,9,17,0,0,0,1.0,356.22222222222223,69.0,586.0,0,0,0,6412,10,13348,0,0,0,0,65535,501,3,20,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-192.168.1.1-51173-53-17,192.168.1.4,51173,192.168.1.1,53,17,18/12/2024 07:55:37 PM,19578,1,1,34.0,154.0,34.0,34.0,34.0,0.0,154.0,154.0,154.0,0.0,9602.615180304423,102.15548064153641,19578.0,0.0,19578.0,19578.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,51.07774032076821,51.07774032076821,34.0,154.0,74.0,69.2820323027551,4800.0,0,0,0,0,0,0,0,0,1.0,111.0,34.0,154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,NeedManualLabel
192.168.1.4-74.125.200.188-49883-5228-6,192.168.1.4,49883,74.125.200.188,5228,6,18/12/2024 07:54:54 PM,131189,1,1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.6225903086386815,15.245180617277363,131189.0,0.0,131189.0,131189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,7.6225903086386815,7.6225903086386815,0.0,1.0,0.6666666666666667,0.5773502691896257,0.3333333333333333,0,0,0,0,2,0,0,0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,250,1045,0,20,0,0,0,0,0,0,0,0,NeedManualLabel
